SegmentID,CorrosionLevel,CorrosionRate
New Segment,3,52.0427983452480
57954d55-957a-4144-bce1-b582417f7bd3,5,19.4781941939799
8317d426-99fb-4175-9d9c-7b2c015d5762,2,78.1842018777400
b38c419d-0f19-4975-8d7a-d3ff8a77ecbd,3,48.6128661939799
a8414705-99ee-4986-b13d-16a8a7b302ab,3,52.2856783452480
e40eab09-15ae-4676-8833-7b61a8a4d3cf,1,99.0933461939799
263bcf69-70c8-4f21-80fb-6696028fdd93,3,49.4993781939799
8c19f633-82df-4936-a459-967d5adc182b,3,51.6498658777400
925f3da7-0a80-424e-b19d-d0582a0902ee,1,99.7047381939799
c4a2b44a-8ae6-4ce6-a513-82f0fee27920,3,52.3585423452480
e35fc813-63e0-471d-94c5-341fc62c6faf,3,48.0975381939799
Branch East,3,51.5870438646780
Branch North,3,50.0094261939799
6cd985d4-0c25-489e-a4ea-81f30181a6fa,3,53.4810703452480
ecb9b27a-7ed3-43ff-9e07-87292b5bfcba,3,48.5590101939799
70117b18-45d6-4cff-a837-8c25f8a23a8d,3,51.7401538777400
474c830f-406a-4310-b0ca-4409d066ca75,1,99.8868981939799
8f1ebff3-1c26-443c-8240-50c50e1f5ced,3,51.8363503452480
021799ee-1f88-45f9-b0ab-3231f12cb0a9,3,50.1308661939799
396d2a81-dc46-4c3e-bad5-f14762682828,3,47.4781941939799
f69ab0d3-1a8c-42f1-9b19-c5ea95165949,3,48.6128661939799
a51ef1ed-d2ed-4b0e-b9fd-b79e82c285db,3,47.9639541939799
bcfe6fbd-1a4b-4b57-82e4-8bbf7c5ec982,3,49.7058261939799
8e1a2408-c639-4f79-9e0a-7a6e32b7fa60,3,47.9639541939799
27d2641d-09f3-416d-9805-7265b0b5770e,3,50.0094261939799
574f49d2-bc5b-4bdb-befb-42d3b946f973,3,48.9354741939799
6d4f122d-03c1-4bfe-949f-b12d8104e6b3,3,49.9244181939799
84b6e79a-5987-4654-9e6a-1ed31717bdb6,3,48.7047381939799
2188f01f-9bc0-4ff6-9cd0-9f3c3ae1a0a5,3,49.9244181939799
7f4b0d1f-0b9e-4681-8bc9-635b95ecf232,1,84.8124131148268
91a8ec5d-03fc-47fc-8585-92b3272a12a5,3,59.2766706947431
267a00f0-bb56-4554-b0b1-89e08a5e03a9,4,38.4018474846914
6e8b8a3b-bebd-453f-a8a7-b8c4ffb22642,5,1.6163086607853
329441fe-81a3-4422-9f06-e5a2b358a3f2,1,86.2539958291176
2a1b7496-8e9b-4a02-8f52-e9a693d845f9,4,24.7409552331497
a327b52a-9b1d-4c55-b69f-72beed947ea9,4,36.9707042178686
3fdb3cc8-bc27-438a-a8bb-10c2db622c2a,4,35.5867270225014
3a73a243-e100-4d65-b9e4-9b6a7c6347b7,3,42.6415837191341
a32d5a71-3e4e-4bfe-a6a2-5367d93a5df7,5,15.0924661002033
826a9315-eaf9-4d6c-bc1c-d9ab6809e241,3,41.3939085333970
3b63c9d3-f21a-4a58-a63b-f7f1e3515e1f,3,55.7030229028406
8f3e57c8-7b2e-4f8e-b74e-5fbb4e947b30,1,93.6148664961288
d5e5e42f-2c63-4d63-8ebc-88b9fa2ab25a,3,58.3399617521251
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5f7,1,85.0145181129114
d2a8b74b-3d1b-4b9c-89bb-8e8b4e775774,3,42.6024540276020
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5f8,2,73.5764656886320
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5f9,2,75.8500726359590
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5fa,3,48.8397086925565
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5fb,3,40.0713803376500
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5fc,2,69.4944519613096
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5fd,4,37.9401697094156
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5fe,1,84.4690913504500
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac5ff,5,14.1393790236795
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac600,3,57.7290911477501
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac601,1,89.2457488287535
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac602,5,9.8135962905300
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac603,1,89.3713784921731
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac604,3,45.9369893287561
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60a,5,14.9449876587039
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60b,2,75.1903483541559
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60c,1,88.4937338161929
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60d,1,93.0639213429799
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60e,4,31.3473269952467
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac60f,2,76.8586055528582
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac610,3,40.0615142921827
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac611,5,12.5678962011294
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac612,4,20.9736974241569
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac613,1,81.1942786743638
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac614,4,27.4607784682337
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac615,1,93.3588952265747
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac616,3,44.4427111872018
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac617,4,34.5879219935172
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac618,5,11.6047765236192
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac619,5,7.0629131085811
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61a,5,9.4510300748471
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61b,3,53.8300466874006
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61c,1,99.6202800573123
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61d,3,43.0562018126295
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61e,5,1.6820628866293
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac61f,1,84.7221070897594
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac620,5,5.7919662649937
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac621,4,25.3520694058290
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac622,1,81.9321778432143
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac623,5,1.1082915380270
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac624,1,98.9713087433842
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac625,2,66.3426680804931
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac626,5,9.1993776594478
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac627,3,59.3051894875379
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac628,5,16.0993281366320
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac629,2,69.8960233599953
d8a7e89c-8d8e-4f60-bd5b-8e9db12acc29,5,11.9639283946676
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac62b,1,83.5637760876392
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac62c,5,16.8947538638172
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac62d,4,30.9797925393915
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac62e,4,25.3757906638247
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac62f,5,9.2994764934526
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac630,5,4.6931240378380
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac631,2,78.1667321471955
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac632,2,69.8026206642725
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac633,5,13.8746093922661
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac634,2,78.8844181000832
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac635,2,75.3277164965212
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac636,4,23.9643480938723
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac637,3,55.6414464639724
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac638,4,38.9031847149402
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac639,4,31.2972879911479
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63a,3,41.0450922558772
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63b,1,91.6918873403713
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63c,1,93.0358738887318
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63d,4,23.1388116511402
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63e,3,59.1945715340654
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac63f,5,14.7998836433897
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac640,3,40.6699710229404
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac641,4,34.1955822275813
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac642,2,62.7940249807592
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac643,1,85.7397626438793
d8a7e89c-8d8e-4f60-bd5b-8e9db12ac644,4,29.5857915817106
57a63f0e-7c18-487b-99d1-5be36bdaf0a5,2,61.2032201587987
9be18c15-ee70-4de6-999b-b4d6f487dd9c,3,58.1924002749980
381ba406-9841-4c7e-85d7-59180f19b14a,3,49.2631951359643
a94f0132-e853-46d9-950f-b6e9f23c47bd,5,5.1385130531618
2f073333-58b0-4b36-a87a-865fd3a1e0e8,5,19.9535764437879
9b65d0a4-6c84-4068-93a8-a089ea840479,2,67.9709986476638
67cf1375-2ce6-469a-b1ab-4476386043a4,4,21.2835714275221
f1f3ab8b-c473-42f6-8e1b-3944cfcb8261,4,31.4734711448699
274c4189-9f2b-485c-a05b-99415ab2b370,3,49.4093834761967
acbd107f-9474-4694-8a7e-fb7cd1e09c78,4,39.0074537718786
27b8305c-c7c2-4f47-942c-8b2d1b4c8340,5,17.3563290571477
e7eb70fc-b53d-4e20-bae6-8b67b98dcbfa,1,96.0907925808024
bf9f2fd6-1c86-4709-90a6-b46d245b2de3,5,17.3973692279702
5a87eb9f-69f6-4d44-9ba6-7b4aaac2df19,3,53.6267522292476
8ff2b510-79e8-4aef-990f-c30c779aef5b,4,29.2218036342246
74824c8c-6d09-44e4-9a4f-4a85c179d764,1,96.8929017532715
10469d2b-3b9c-4d90-a5f7-fb4af47fd1e1,1,81.9811678047603
aa6f4977-2526-4264-a8a2-cd08c8b91f0f,4,36.8519089481120
99e876ea-055b-478d-b9c5-d18945c83d73,1,90.8847187542108
ad1e1346-891c-45a1-b1a3-e05ad0700b25,2,72.7830758050545
d3345c56-19df-41c6-90e8-f49cb3709a26,1,81.3611302164752
a7bdb9dc-828e-4098-bf47-30b369343c38,1,81.2902394343519
bca52912-5129-4798-8bcf-4d6fb3ef0ee5,1,87.1310800971931
7287cc2a-3f3e-4fc6-85aa-ffb945f345eb,2,73.1068438441485
1a1fd9f1-e78b-44f2-a6f0-69d869334a78,2,68.7973237279191
44dfde5c-ef60-4f27-8536-b46d9821f998,5,7.2244263825861
6d9fcb5f-9957-4b66-a6df-e8bc4c5c75d2,3,49.4284700995664
